ASSISTANCE_YEAR,ASSISTANCE_TERM,UNIVERSITY,AGE,COUNTY,NUMBER_OF_STUDENTS
2019,1,Uşak Üniversitesi,21,BEYLİKDÜZÜ,2
2020,1,Niğde Ömer Halisdemir,20,SULTANGAZİ,3
2019,2,İstanbul Üniversitesi-Cerrahpaşa,21,ARNAVUTKÖY,4
2020,1,Bilecik Şeyh Edebali Üniversitesi,19,BAHÇELİEVLER,1
2020,1,İstanbul Teknik Üniversitesi,22,GAZİOSMANPAŞA,5
2019,1,Tekirdağ Namık Kemal,22,SULTANBEYLİ,4
2020,1,Akdeniz Üniversitesi,23,ESENYURT,4
2019,2,Burdur Mehmet Akif Ersoy Üniversitesi,21,SANCAKTEPE,2
2020,1,İzmir Katip Çelebi Üniversitesi,23,ESENYURT,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,18,BAYRAMPAŞA,3
2020,1,İstanbul Medipol Üniversitesi,21,BEYOĞLU,1
2019,2,Mersin Üniversitesi,24,BEYKOZ,1
2019,1,Şırnak Üniversitesi,19,KÜÇÜKÇEKMECE,1
2020,1,İstanbul Rumeli Üniversitesi,19,BEYLİKDÜZÜ,1
2020,1,Süleyman Demirel Üniversitesi,22,BAĞCILAR,1
2019,2,Bartın Üniversitesi,24,GAZİOSMANPAŞA,1
2020,1,Maltepe Üniversitesi,25,KARTAL,1
2019,2,Bezm-İ Âlem Vakıf Üniversitesi,21,BAĞCILAR,1
2020,1,İzmir Bakırçay Üniversitesi,21,EYÜPSULTAN,1
2020,1,Munzur Üniversitesi,23,ESENYURT,1
2019,1,Manisa Celâl Bayar Üniversitesi,20,ESENYURT,2
2019,1,Fırat Üniversitesi,21,FATİH,1
2020,1,Ankara Yıldırım Beyazıt Üniversitesi,20,ÜSKÜDAR,1
2019,2,Kocaeli Üniversitesi,21,ÜMRANİYE,12
2019,2,Çanakkale Onsekiz Mart Üniversitesi,24,ÜSKÜDAR,1
2019,2,Bezm-İ Âlem Vakıf Üniversitesi,19,ESENLER,1
2019,2,İstanbul Gelişim Üniversitesi,19,BAŞAKŞEHİR,1
2019,2,Karabük Üniversitesi,21,ŞİŞLİ,1
2019,1,İstanbul Aydın Üniversitesi,23,KARTAL,1
2019,2,İstanbul Medeniyet Üniversitesi,25,ÜSKÜDAR,2
2019,1,Kocaeli Üniversitesi,25,KAĞITHANE,1
2020,1,Bartın Üniversitesi,22,SULTANGAZİ,3
2019,2,Ege Üniversitesi,21,ESENYURT,1
2020,1,İstanbul Medeniyet Üniversitesi,19,FATİH,8
2020,1,İstanbul Arel Üniversitesi,21,BAHÇELİEVLER,1
2019,1,Hacettepe Üniversitesi,21,KAĞITHANE,1
2019,1,Tokat Gaziosmanpaşa,23,SULTANBEYLİ,1
2019,2,Erciyes Üniversitesi,20,ZEYTİNBURNU,1
2019,1,İstanbul Ayvansaray Üniversitesi,19,GÜNGÖREN,1
2019,2,Kütahya Dumlupınar Üniversitesi,23,BEYLİKDÜZÜ,1
2020,1,Ankara Yıldırım Beyazıt Üniversitesi,23,GÜNGÖREN,1
2020,1,Yalova Üniversitesi,20,BAHÇELİEVLER,4
2019,1,İstanbul Yeni Yüzyıl Üniversitesi,22,BAŞAKŞEHİR,1
2019,1,Afyon Kocatepe Üniversitesi,19,GAZİOSMANPAŞA,1
2019,2,İstanbul Okan Üniversitesi,22,KARTAL,1
2020,1,İstanbul Teknik Üniversitesi,18,FATİH,1
2020,1,Eskişehir Osmangazi Üniversitesi,24,BAĞCILAR,1
2019,1,Ankara Hacı Bayram Veli Üniversitesi,20,BEYLİKDÜZÜ,1
2019,2,Karadeniz Teknik Üniversitesi,20,BEYKOZ,1
2019,1,Düzce Üniversitesi,22,BAĞCILAR,9
2019,1,Akdeniz Üniversitesi,19,BEYOĞLU,1
2019,2,Balıkesir Üniversitesi,20,AVCILAR,4
2020,1,Marmara Üniversitesi,24,BEYKOZ,4
2019,1,Burdur Mehmet Akif Ersoy Üniversitesi,20,BAYRAMPAŞA,1
2019,2,Akdeniz Üniversitesi,21,ARNAVUTKÖY,2
2020,1,Kastamonu Üniversitesi,22,BAŞAKŞEHİR,2
2020,1,Bandırma Onyedi Eylül,24,BEYLİKDÜZÜ,1
2019,1,Marmara Üniversitesi,19,ESENLER,6
2020,1,Yeditepe Üniversitesi,22,GÜNGÖREN,2
2019,1,Sağlık Bilimleri Üniversitesi,24,SULTANGAZİ,2
2020,1,Karamanoğlu Mehmetbey Üniversitesi,21,SULTANBEYLİ,1
2019,2,Sakarya Uygulamalı Bilimler Üniversitesi,21,GAZİOSMANPAŞA,1
2019,1,Bursa Teknik Üniversitesi,23,GÜNGÖREN,1
2019,2,Bayburt Üniversitesi,22,ESENYURT,1
2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,25,ATAŞEHİR,2
2019,1,Yıldız Teknik Üniversitesi,21,BAĞCILAR,8
2019,1,Kütahya Dumlupınar Üniversitesi,24,KÜÇÜKÇEKMECE,1
2020,1,Sağlık Bilimleri Üniversitesi,20,SANCAKTEPE,6
2020,1,Marmara Üniversitesi,19,ÜSKÜDAR,23
2019,1,İstanbul Aydın Üniversitesi,24,AVCILAR,2
2019,1,Düzce Üniversitesi,21,ÜMRANİYE,2
2019,1,Gebze Teknik Üniversitesi,24,ZEYTİNBURNU,1
2019,2,Boğaziçi Üniversitesi,19,SULTANGAZİ,1
2020,1,Tekirdağ Namık Kemal,20,ÜMRANİYE,6
2019,2,Sakarya Üniversitesi,23,KARTAL,9
2020,1,Erzincan Binali Yıldırım Üniversitesi,21,TUZLA,1
2019,2,Altınbaş Üniversitesi,23,BAHÇELİEVLER,2
2020,1,Gebze Teknik Üniversitesi,20,KARTAL,12
2019,1,Sivas Cumhuriyet Üniversitesi,24,ESENLER,1
2020,1,İstanbul Aydın Üniversitesi,22,ARNAVUTKÖY,1
2019,2,İstinye Üniversitesi,20,SULTANGAZİ,1
2020,1,Süleyman Demirel Üniversitesi,24,AVCILAR,1
2020,1,Yeditepe Üniversitesi,23,SULTANGAZİ,1
2019,1,Bartın Üniversitesi,22,AVCILAR,1
2020,1,Zonguldak Bülent Ecevit Üniversitesi,23,ESENYURT,5
2020,1,Ege Üniversitesi,22,ZEYTİNBURNU,1
2020,1,Haliç Üniversitesi,20,ÜMRANİYE,2
2020,1,İstanbul Gelişim Üniversitesi,20,TUZLA,1
2020,1,Uşak Üniversitesi,23,KARTAL,1
2020,1,Yıldız Teknik Üniversitesi,19,ŞİŞLİ,4
2019,1,Çanakkale Onsekiz Mart Üniversitesi,22,BAĞCILAR,4
2020,1,Erciyes Üniversitesi,23,SULTANGAZİ,1
2019,1,Eskişehir Osmangazi Üniversitesi,25,BAHÇELİEVLER,1
2020,1,İstanbul Üniversitesi,21,BEYOĞLU,5
2020,1,Yozgat Bozok Üniversitesi,25,MALTEPE,1
2019,2,Bayburt Üniversitesi,19,BAĞCILAR,1
2019,1,Sakarya Üniversitesi,21,PENDİK,5
2020,1,Balıkesir Üniversitesi,23,BÜYÜKÇEKMECE,1
2020,1,İstanbul Teknik Üniversitesi,19,AVCILAR,1
2020,1,Bursa Uludağ Üniversitesi,18,ESENLER,2
2020,1,Ankara Yıldırım Beyazıt Üniversitesi,19,KAĞITHANE,1
2019,2,Bursa Uludağ Üniversitesi,23,BAŞAKŞEHİR,1
2019,2,İstanbul Üniversitesi,23,BEYKOZ,1
2019,1,Trakya Üniversitesi,21,BAŞAKŞEHİR,5
2019,1,Bandırma Onyedi Eylül,23,SULTANBEYLİ,1
2019,2,İstanbul Gelişim Üniversitesi,22,KÜÇÜKÇEKMECE,4
2019,1,Dokuz Eylül Üniversitesi,22,SANCAKTEPE,1
2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,20,EYÜPSULTAN,4
2019,2,Karadeniz Teknik Üniversitesi,20,BAĞCILAR,2
2020,1,Kafkas Üniversitesi,21,BAŞAKŞEHİR,1
2019,2,Atatürk Üniversitesi,21,BAKIRKÖY,1
2019,2,Yalova Üniversitesi,21,FATİH,1
2019,2,Bilecik Şeyh Edebali Üniversitesi,21,KÜÇÜKÇEKMECE,1
2019,1,Haliç Üniversitesi,20,KÜÇÜKÇEKMECE,1
2019,1,Gaziantep Üniversitesi,21,EYÜPSULTAN,1
2020,1,Ege Üniversitesi,24,KÜÇÜKÇEKMECE,1
2020,1,Boğaziçi Üniversitesi,22,BEŞİKTAŞ,1
2019,2,Dokuz Eylül Üniversitesi,22,BÜYÜKÇEKMECE,1
2019,2,Sakarya Üniversitesi,21,ÜMRANİYE,6
2020,1,Sağlık Bilimleri Üniversitesi,23,ADALAR,1
2020,1,İzmir Bakırçay Üniversitesi,21,SANCAKTEPE,1
2019,2,İstanbul Üniversitesi,19,MALTEPE,2
2020,1,Çanakkale Onsekiz Mart Üniversitesi,22,GAZİOSMANPAŞA,5
2019,1,Burdur Mehmet Akif Ersoy Üniversitesi,22,BAĞCILAR,1
2020,1,Amasya Üniversitesi,22,ÇEKMEKÖY,1
2019,2,Yıldız Teknik Üniversitesi,21,SARIYER,2
2019,2,Erciyes Üniversitesi,20,BAĞCILAR,2
2019,2,Burdur Mehmet Akif Ersoy Üniversitesi,21,EYÜPSULTAN,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,25,GAZİOSMANPAŞA,2
2020,1,Işık Üniversitesi,20,ŞİLE,2
2019,2,Karabük Üniversitesi,23,ARNAVUTKÖY,2
2020,1,Recep Tayyip Erdoğan,20,AVCILAR,1
2020,1,Süleyman Demirel Üniversitesi,19,GAZİOSMANPAŞA,1
2020,1,Hitit Üniversitesi,24,FATİH,1
2019,2,Kocaeli Üniversitesi,19,ATAŞEHİR,2
2020,1,Burdur Mehmet Akif Ersoy Üniversitesi,19,KÜÇÜKÇEKMECE,1
2019,1,Trakya Üniversitesi,21,SULTANGAZİ,8
2020,1,Marmara Üniversitesi,21,ÇATALCA,3
2020,1,Pamukkale Üniversitesi,23,BÜYÜKÇEKMECE,1
2019,1,Dokuz Eylül Üniversitesi,20,ESENLER,1
2020,1,Hacettepe Üniversitesi,22,BEYKOZ,2
2019,2,Yıldız Teknik Üniversitesi,23,ESENYURT,3
2020,1,Yıldız Teknik Üniversitesi,23,BAŞAKŞEHİR,1
2019,1,İstanbul Medeniyet Üniversitesi,21,BAYRAMPAŞA,2
2020,1,Yıldız Teknik Üniversitesi,18,KÜÇÜKÇEKMECE,4
2020,1,Kırklareli Üniversitesi,23,ZEYTİNBURNU,5
2019,2,Ege Üniversitesi,21,ÜSKÜDAR,2
2019,2,Anadolu Üniversitesi,19,ESENYURT,1
2020,1,Aydın Adnan Menderes,20,BEYLİKDÜZÜ,1
2020,1,Giresun Üniversitesi,22,BAĞCILAR,1
2019,1,Haliç Üniversitesi,23,GAZİOSMANPAŞA,1
2020,1,Bursa Uludağ Üniversitesi,22,KAĞITHANE,3
2020,1,Kocaeli Üniversitesi,20,KAĞITHANE,10
2020,1,İstanbul Medipol Üniversitesi,24,ATAŞEHİR,1
2020,1,Sağlık Bilimleri Üniversitesi,18,ÇEKMEKÖY,3
2020,1,Marmara Üniversitesi,22,BAYRAMPAŞA,10
2019,2,İstanbul Medipol Üniversitesi,23,BEYKOZ,1
2020,1,Ondokuz Mayıs Üniversitesi,23,GÜNGÖREN,1
2020,1,Ankara Üniversitesi,20,MALTEPE,1
2019,2,İstanbul Aydın Üniversitesi,21,ZEYTİNBURNU,1
2019,1,Trakya Üniversitesi,23,FATİH,1
2019,2,Marmara Üniversitesi,25,ATAŞEHİR,1
2019,1,İstanbul Üniversitesi-Cerrahpaşa,22,ÇATALCA,1
2019,2,İstanbul Üniversitesi,25,KÜÇÜKÇEKMECE,1
2019,1,Bursa Uludağ Üniversitesi,23,PENDİK,2
2020,1,Yıldız Teknik Üniversitesi,18,AVCILAR,3
2019,2,Selçuk Üniversitesi,24,BEYLİKDÜZÜ,1
2019,2,Atatürk Üniversitesi,24,BAHÇELİEVLER,1
2020,1,Kırklareli Üniversitesi,19,MALTEPE,2
2020,1,İstanbul Esenyurt Üniversitesi,22,ESENYURT,5
2019,1,Nişantaşı Üniversitesi,23,BAHÇELİEVLER,2
2019,1,Erzincan Binali Yıldırım Üniversitesi,22,SANCAKTEPE,1
2019,1,İstanbul Ticaret Üniversitesi,20,BAHÇELİEVLER,1
2020,1,Sağlık Bilimleri Üniversitesi,18,PENDİK,3
2019,2,İstanbul Yeni Yüzyıl Üniversitesi,19,GAZİOSMANPAŞA,2
2020,1,Yalova Üniversitesi,22,GÜNGÖREN,1
2020,1,Mersin Üniversitesi,22,BEYOĞLU,1
2019,2,İstanbul Esenyurt Üniversitesi,23,EYÜPSULTAN,1
2020,1,İzmir Bakırçay Üniversitesi,18,ATAŞEHİR,1
2019,2,Ondokuz Mayıs Üniversitesi,22,FATİH,1
2019,2,İstanbul Üniversitesi,25,BEYLİKDÜZÜ,1
2020,1,Biruni Üniversitesi,21,KAĞITHANE,2
2020,1,Kırklareli Üniversitesi,23,BEYKOZ,1
2019,2,Kırklareli Üniversitesi,23,TUZLA,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,23,ESENYURT,7
2020,1,Bilecik Şeyh Edebali Üniversitesi,23,SANCAKTEPE,3
2020,1,Fırat Üniversitesi,20,ARNAVUTKÖY,2
2019,1,Sağlık Bilimleri Üniversitesi,24,ÜMRANİYE,1
2019,2,Sivas Cumhuriyet Üniversitesi,19,BEYOĞLU,1
2020,1,Marmara Üniversitesi,19,ESENYURT,13
2019,2,Tekirdağ Namık Kemal,20,ESENYURT,4
2019,1,İstanbul Ayvansaray Üniversitesi,25,BAHÇELİEVLER,1
2019,2,Trakya Üniversitesi,23,AVCILAR,4
2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,26,ÜMRANİYE,1
2019,1,Tekirdağ Namık Kemal,25,ÜMRANİYE,1
2020,1,Ted Üniversitesi,21,KÜÇÜKÇEKMECE,1
2020,1,Erzurum Teknik Üniversitesi,22,KÜÇÜKÇEKMECE,1
2019,2,Türk-Alman Üniversitesi,21,ÜMRANİYE,3
2019,1,Batman Üniversitesi,21,ARNAVUTKÖY,1
2019,1,Bandırma Onyedi Eylül,19,BAĞCILAR,1
2020,1,Isparta Uygulamalı Bilimler Üniversitesi,18,TUZLA,1
2020,1,Gazi Üniversitesi,22,SULTANBEYLİ,2
2020,1,Çanakkale Onsekiz Mart Üniversitesi,18,SİLİVRİ,1
2020,1,Boğaziçi Üniversitesi,22,BAYRAMPAŞA,2
2019,2,Beykoz Üniversitesi,20,GAZİOSMANPAŞA,1
2020,1,İstanbul Üniversitesi,19,SANCAKTEPE,8
2020,1,Atatürk Üniversitesi,19,ESENYURT,4
2020,1,Marmara Üniversitesi,18,KÜÇÜKÇEKMECE,11
2019,1,Kocaeli Üniversitesi,19,BAŞAKŞEHİR,1
2019,2,İstanbul Gelişim Üniversitesi,20,ÜSKÜDAR,1
2019,1,Marmara Üniversitesi,25,SULTANGAZİ,1
2020,1,Sakarya Üniversitesi,20,GAZİOSMANPAŞA,8
2019,2,İstanbul Teknik Üniversitesi,23,ARNAVUTKÖY,1
2019,1,Sakarya Üniversitesi,22,AVCILAR,3
2020,1,Bolu Abant İzzet Baysal Üniversitesi,20,ÇEKMEKÖY,1
2020,1,Eskişehir Osmangazi Üniversitesi,25,BAHÇELİEVLER,1
2020,1,İstanbul Sağlık ve Teknoloji Üniversitesi,18,EYÜPSULTAN,2
2019,1,İstanbul Üniversitesi,23,BEYLİKDÜZÜ,3
2020,1,Türk-Alman Üniversitesi,21,ÇEKMEKÖY,1
2019,2,Düzce Üniversitesi,22,BAHÇELİEVLER,5
2020,1,Isparta Uygulamalı Bilimler Üniversitesi,19,BAĞCILAR,1
2019,2,Boğaziçi Üniversitesi,19,KÜÇÜKÇEKMECE,1
2019,1,Yeditepe Üniversitesi,23,KADIKÖY,2
2020,1,Gaziantep Üniversitesi,23,BEYOĞLU,1
2019,2,Ege Üniversitesi,24,BÜYÜKÇEKMECE,2
2019,2,Marmara Üniversitesi,23,PENDİK,6
2020,1,Karabük Üniversitesi,23,TUZLA,1
2020,1,İzmir Katip Çelebi Üniversitesi,18,FATİH,2
2019,1,Manisa Celâl Bayar Üniversitesi,22,SANCAKTEPE,1
2019,2,Yıldız Teknik Üniversitesi,21,BAHÇELİEVLER,3
2020,1,Eskişehir Osmangazi Üniversitesi,20,SULTANGAZİ,2
2019,1,Ankara Üniversitesi,19,BÜYÜKÇEKMECE,1
2019,1,Türk-Alman Üniversitesi,22,AVCILAR,1
2019,2,Bandırma Onyedi Eylül,21,ÇEKMEKÖY,1
2020,1,Düzce Üniversitesi,17,ESENYURT,1
2019,2,Ondokuz Mayıs Üniversitesi,22,SULTANBEYLİ,1
2019,2,Çanakkale Onsekiz Mart Üniversitesi,23,ARNAVUTKÖY,2
2020,1,Aksaray Üniversitesi,20,ESENYURT,1
2020,1,Lefke Avrupa Üniversitesi,22,ESENLER,1
2019,1,Trakya Üniversitesi,19,BAĞCILAR,4
2019,2,Akdeniz Üniversitesi,19,PENDİK,2
2020,1,Eskişehir Teknik Üniversitesi,20,FATİH,1
2019,2,Karadeniz Teknik Üniversitesi,20,ŞİŞLİ,1
2020,1,Giresun Üniversitesi,25,GÜNGÖREN,1
2019,2,Fatih Sultan Mehmet Vakıf Üniversitesi,20,ÇEKMEKÖY,1
2019,1,Kırklareli Üniversitesi,22,ARNAVUTKÖY,5
2019,2,Anadolu Üniversitesi,21,SANCAKTEPE,1
2019,1,İstanbul Üniversitesi-Cerrahpaşa,22,EYÜPSULTAN,2
2019,1,Recep Tayyip Erdoğan,22,BEYOĞLU,1
2019,2,Fatih Sultan Mehmet Vakıf Üniversitesi,21,SULTANGAZİ,1
2020,1,Sivas Cumhuriyet Üniversitesi,22,BAHÇELİEVLER,1
2020,1,Karabük Üniversitesi,20,BÜYÜKÇEKMECE,1
2019,1,Yıldız Teknik Üniversitesi,20,KAĞITHANE,3
2019,2,Uşak Üniversitesi,23,SANCAKTEPE,4
2019,1,Kocaeli Üniversitesi,21,KARTAL,9
2019,2,Ondokuz Mayıs Üniversitesi,21,ESENYURT,4
2020,1,İstanbul Teknik Üniversitesi,20,ESENLER,4
2020,1,Trakya Üniversitesi,23,KARTAL,1
2020,1,Bursa Uludağ Üniversitesi,19,AVCILAR,5
2019,2,Trabzon Üniversitesi,21,BAŞAKŞEHİR,1
2019,2,Yozgat Bozok Üniversitesi,20,PENDİK,1
2019,1,Sağlık Bilimleri Üniversitesi,22,BAĞCILAR,2
2020,1,Karadeniz Teknik Üniversitesi,18,ÇATALCA,1
2020,1,Necmettin Erbakan Üniversitesi,19,BÜYÜKÇEKMECE,1
2020,1,İstanbul Medeniyet Üniversitesi,21,ESENLER,5
2019,2,Muğla Sıtkı Koçman Üniversitesi,19,GAZİOSMANPAŞA,1
2019,2,Ege Üniversitesi,20,ATAŞEHİR,1
2020,1,Bolu Abant İzzet Baysal Üniversitesi,20,PENDİK,7
2020,1,Sakarya Üniversitesi,21,PENDİK,21
2019,1,Abdullah Gül Üniversitesi,25,KARTAL,1
2019,2,Muğla Sıtkı Koçman Üniversitesi,20,BAYRAMPAŞA,1
2020,1,Trakya Üniversitesi,21,ÜMRANİYE,6
2019,2,Orta Doğu Teknik Üniversitesi,23,BAĞCILAR,1
2020,1,Kütahya Sağlık Bilimleri Üniversitesi,20,ÜMRANİYE,1
2020,1,İstanbul Arel Üniversitesi,20,PENDİK,1
2019,1,Uşak Üniversitesi,24,SANCAKTEPE,1
2019,1,İstanbul Teknik Üniversitesi,21,BEYOĞLU,2
2019,1,Recep Tayyip Erdoğan,19,SULTANGAZİ,1
2020,1,Kocaeli Üniversitesi,20,ARNAVUTKÖY,3
2020,1,Eskişehir Osmangazi Üniversitesi,22,BÜYÜKÇEKMECE,1
2020,1,İstanbul Aydın Üniversitesi,19,GAZİOSMANPAŞA,2
2019,2,Necmettin Erbakan Üniversitesi,22,BAĞCILAR,1
2019,2,Haliç Üniversitesi,21,SULTANGAZİ,1
2020,1,İstanbul Medeniyet Üniversitesi,23,BAĞCILAR,3
2020,1,Bilecik Şeyh Edebali Üniversitesi,21,KARTAL,1
2019,1,Başkent Üniversitesi,23,BEYLİKDÜZÜ,1
2020,1,İstanbul Sabahattin Zaim Üniversitesi,23,BAĞCILAR,2
2019,1,Erciyes Üniversitesi,21,ESENYURT,1
2020,1,Şırnak Üniversitesi,19,KÜÇÜKÇEKMECE,1
2020,1,Aydın Adnan Menderes,23,SANCAKTEPE,1
2020,1,Sakarya Üniversitesi,23,ZEYTİNBURNU,2
2020,1,Dokuz Eylül Üniversitesi,20,GÜNGÖREN,1
2020,1,Bolu Abant İzzet Baysal Üniversitesi,22,ZEYTİNBURNU,1
2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,21,GAZİOSMANPAŞA,1
2020,1,Fatih Sultan Mehmet Vakıf Üniversitesi,21,ÜSKÜDAR,2
2020,1,Çanakkale Onsekiz Mart Üniversitesi,25,ÜSKÜDAR,1
2020,1,Niğde Ömer Halisdemir,20,BEYLİKDÜZÜ,1
2019,2,Karabük Üniversitesi,23,BAĞCILAR,2
2019,2,İstanbul Üniversitesi-Cerrahpaşa,21,ZEYTİNBURNU,11
2019,1,İstanbul Üniversitesi-Cerrahpaşa,21,SULTANGAZİ,11
2019,2,Sivas Cumhuriyet Üniversitesi,22,ZEYTİNBURNU,1
2020,1,Yıldız Teknik Üniversitesi,18,KADIKÖY,1
2020,1,İstinye Üniversitesi,22,EYÜPSULTAN,1
2020,1,Yıldız Teknik Üniversitesi,19,BAYRAMPAŞA,3
2019,2,Pamukkale Üniversitesi,20,ARNAVUTKÖY,2
2019,2,Kırıkkale Üniversitesi,19,SULTANGAZİ,1
2020,1,Tekirdağ Namık Kemal,21,ESENYURT,20
2019,1,Beykent Üniversitesi,19,KÜÇÜKÇEKMECE,1
2019,1,Marmara Üniversitesi,19,BÜYÜKÇEKMECE,2
2019,1,Burdur Mehmet Akif Ersoy Üniversitesi,19,SANCAKTEPE,1
2019,2,İstinye Üniversitesi,20,AVCILAR,2
2019,2,İstanbul Medeniyet Üniversitesi,21,KAĞITHANE,3
2020,1,Kocaeli Üniversitesi,21,ÇEKMEKÖY,4
2020,1,Bezm-İ Âlem Vakıf Üniversitesi,20,ESENLER,1
2020,1,Trakya Üniversitesi,20,BAYRAMPAŞA,4
2019,1,Afyon Kocatepe Üniversitesi,22,ESENYURT,2
2020,1,Bursa Uludağ Üniversitesi,25,ZEYTİNBURNU,1
2020,1,Anadolu Üniversitesi,24,BAŞAKŞEHİR,1
2019,2,Atatürk Üniversitesi,19,AVCILAR,1
2019,1,Marmara Üniversitesi,22,BAHÇELİEVLER,6
2019,2,Kocaeli Üniversitesi,22,ESENYURT,3
2019,1,Ondokuz Mayıs Üniversitesi,20,KARTAL,1
2020,1,Gebze Teknik Üniversitesi,21,KADIKÖY,4
2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,21,FATİH,2
2020,1,Karadeniz Teknik Üniversitesi,19,ESENLER,2
2019,2,İstanbul Üniversitesi-Cerrahpaşa,20,ÜMRANİYE,8
2020,1,Manisa Celâl Bayar Üniversitesi,18,SARIYER,1
2020,1,Kırklareli Üniversitesi,23,ÜSKÜDAR,1
2020,1,İstanbul Medipol Üniversitesi,18,KÜÇÜKÇEKMECE,1
2019,1,Manisa Celâl Bayar Üniversitesi,19,ARNAVUTKÖY,1
2019,1,Sakarya Uygulamalı Bilimler Üniversitesi,22,BEYKOZ,1
2019,1,İstanbul Yeni Yüzyıl Üniversitesi,23,ÜSKÜDAR,1
2019,2,Tekirdağ Namık Kemal,24,BEYOĞLU,1
2020,1,Nevşehir Hacı Bektaş Veli Üniversitesi,20,ÇEKMEKÖY,1
2019,2,İstanbul Bilgi Üniversitesi,23,BÜYÜKÇEKMECE,1
2019,2,Beykent Üniversitesi,19,ESENYURT,1
2020,1,Karabük Üniversitesi,21,BEYOĞLU,1
2020,1,Konya Teknik Üniversitesi,19,BAŞAKŞEHİR,1
2020,1,Trakya Üniversitesi,23,FATİH,1
2020,1,İstanbul Medipol Üniversitesi,20,SULTANBEYLİ,1
2019,1,Marmara Üniversitesi,20,KAĞITHANE,9
2019,2,Amasya Üniversitesi,23,GÜNGÖREN,1
2019,2,Muğla Sıtkı Koçman Üniversitesi,25,ÜSKÜDAR,1
2019,1,Bilecik Şeyh Edebali Üniversitesi,19,KÜÇÜKÇEKMECE,2
2019,1,Gümüşhane Üniversitesi,23,SULTANGAZİ,1
2019,2,İstanbul Aydın Üniversitesi,22,BAHÇELİEVLER,1
2020,1,Bursa Uludağ Üniversitesi,23,PENDİK,4
2020,1,İstanbul Medipol Üniversitesi,23,ÜMRANİYE,2
2019,1,Atatürk Üniversitesi,20,BEYOĞLU,1
2020,1,İstanbul Okan Üniversitesi,21,SULTANGAZİ,1
2019,1,Zonguldak Bülent Ecevit Üniversitesi,19,ARNAVUTKÖY,1
2020,1,Bezm-İ Âlem Vakıf Üniversitesi,19,GAZİOSMANPAŞA,3
2019,1,İstanbul Üniversitesi-Cerrahpaşa,23,BÜYÜKÇEKMECE,1
2019,2,Bahçeşehir Üniversitesi,23,BAHÇELİEVLER,1
2019,2,Karadeniz Teknik Üniversitesi,25,SANCAKTEPE,1
2019,2,Iğdır Üniversitesi,21,BAĞCILAR,1
2020,1,Yeditepe Üniversitesi,20,ÜMRANİYE,2
2019,2,Eskişehir Osmangazi Üniversitesi,22,GAZİOSMANPAŞA,1
2019,2,Karabük Üniversitesi,19,SULTANBEYLİ,1
2019,1,Hacettepe Üniversitesi,21,ATAŞEHİR,1
2020,1,Manisa Celâl Bayar Üniversitesi,22,ATAŞEHİR,1
2020,1,Sakarya Üniversitesi,19,SULTANBEYLİ,11
2020,1,İstanbul Ticaret Üniversitesi,20,BAHÇELİEVLER,1
2020,1,İstanbul Teknik Üniversitesi,24,BEYLİKDÜZÜ,1
2020,1,İstanbul Teknik Üniversitesi,18,MALTEPE,2
2019,2,Marmara Üniversitesi,24,BAŞAKŞEHİR,1
2020,1,Bursa Teknik Üniversitesi,19,BEYOĞLU,1
2019,2,Gümüşhane Üniversitesi,21,PENDİK,2
2019,1,Tekirdağ Namık Kemal,20,KADIKÖY,1
2020,1,Tekirdağ Namık Kemal,20,BEYLİKDÜZÜ,12
2020,1,İstanbul Gelişim Üniversitesi,21,ZEYTİNBURNU,2
2020,1,Üsküdar Üniversitesi,22,SULTANGAZİ,1
2019,2,Kocaeli Üniversitesi,21,KÜÇÜKÇEKMECE,7
2019,1,Üsküdar Üniversitesi,19,ÜMRANİYE,2
2020,1,İstanbul Aydın Üniversitesi,18,SULTANBEYLİ,1
2019,2,Altınbaş Üniversitesi,21,ARNAVUTKÖY,1
2020,1,Eskişehir Osmangazi Üniversitesi,22,BAKIRKÖY,1
2019,1,Kocaeli Üniversitesi,22,AVCILAR,2
2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,21,KADIKÖY,2
2019,1,Fenerbahçe Üniversitesi,21,SARIYER,1
2020,1,Atatürk Üniversitesi,23,BEYOĞLU,1
2020,1,Kırşehir Ahi Evran Üniversitesi,20,EYÜPSULTAN,1
2019,2,Süleyman Demirel Üniversitesi,21,PENDİK,1
2020,1,Doğuş Üniversitesi,18,ZEYTİNBURNU,1
2019,1,İstanbul Medipol Üniversitesi,21,BEYKOZ,2
2020,1,Recep Tayyip Erdoğan,21,ESENLER,2
2020,1,Çukurova Üniversitesi,22,PENDİK,1
2019,2,Ege Üniversitesi,23,EYÜPSULTAN,1
2019,2,İstanbul Aydın Üniversitesi,20,BEYOĞLU,1
2020,1,Sağlık Bilimleri Üniversitesi,19,BEYLİKDÜZÜ,2
